song,source,model,OPS,TPS,IPS,APS
36,vocals,htdemucs,7.83477478007627,92.7679212219006,1.83467322192299,86.7383675214261
36,vocals,sahtdemucs,7.84079512805068,92.7679212219006,1.83881618750903,86.7383675214261
37,bass,htdemucs,25.6118866897453,42.2475699214529,55.8433569579847,38.9790231855679
37,bass,sahtdemucs,27.0025810481801,42.5002440073912,58.2512344643874,40.6489496935924
37,drums,htdemucs,7.45923451703989,99.6327024016648,1.6259718606916,47.5887029756824
37,drums,sahtdemucs,7.47706550036732,99.6255880594168,1.63419622426755,48.4665051720312
37,other,htdemucs,6.67627698447598,71.167444624342,7.35305669569529,74.0816223026651
37,other,sahtdemucs,6.1210734619883,69.2330063862543,8.07713364945361,72.4471959027592
37,vocals,htdemucs,7.91895030077218,6.9115378909641,41.9538046673095,1.08475136745094
37,vocals,sahtdemucs,7.12628382410339,9.1032608602424,38.7332711195468,1.20350867434756
38,bass,htdemucs,6.48010895615723,53.7850717543447,30.8273188228428,27.4217933069796
38,bass,sahtdemucs,5.52527031683734,54.9155646129026,32.8325997744562,34.9970991880488
38,drums,htdemucs,7.19502222584059,92.7679212219006,1.51713272436362,86.7383675214261
38,drums,sahtdemucs,7.12930806930422,92.7679212219006,1.49321346458885,86.7383675214261
38,other,htdemucs,7.08883222622884,92.7679212219006,1.47899790477108,86.7383675214261
38,other,sahtdemucs,6.96686399176987,92.7679212219006,1.4383130862531,86.7383675214261
38,vocals,htdemucs,7.33761170077528,92.7679212219006,1.57307033156098,86.7383675214261
38,vocals,sahtdemucs,7.39451280857914,92.7679212219006,1.59715909450559,86.7383675214261
39,bass,htdemucs,7.06699026300269,92.7679212219006,1.47148115399811,86.7383675214261
39,bass,sahtdemucs,7.06699026300269,92.7679212219006,1.47148115399811,86.7383675214261
39,drums,htdemucs,7.06699026300269,92.7679212219006,1.47148115399811,86.7383675214261
39,drums,sahtdemucs,7.06699026300269,92.7679212219006,1.47148115399811,86.7383675214261
39,other,htdemucs,7.06699026300269,92.7679212219006,1.47148115399811,86.7383675214261
39,other,sahtdemucs,7.06699026300269,92.7679212219006,1.47148115399811,86.7383675214261
39,vocals,htdemucs,7.06699026300269,92.7679212219006,1.47148115399811,86.7383675214261
39,vocals,sahtdemucs,7.06699026300269,92.7679212219006,1.47148115399811,86.7383675214261
40,bass,htdemucs,16.2630459735017,41.7188670174054,45.9924370665129,30.5519364139552
40,bass,sahtdemucs,18.8598230029981,52.9667866299809,43.7748952190178,39.7639666754222
40,drums,htdemucs,8.19649819537851,97.7531319310583,2.42215440911193,79.0202987499801
